original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
This church choir sings to the masses as they sing joyous songs from the book at a church. The church is filled with song.,entailment,entailment,This church choir sings to the masses as they sing mournful songs from the book at a temple. The temple is filled with silence.,null
This church choir sings to the masses as they sing joyous songs from the book at a church. A choir singing at a baseball game.,contradiction,contradiction,This church choir sings to the masses as they sing joyous songs from the book at a stadium. A choir singing at a baseball field.,null
"A woman with a green headscarf, blue shirt and a very big grin. The woman is young.",neutral,neutral,"A woman with a red headscarf, yellow shirt and a small smile. The woman is old.",null
"A woman with a green headscarf, blue shirt and a very big grin. The woman has been shot.",contradiction,contradiction,"A woman with a red headscarf, yellow shirt and a small smile. The woman has not been shot.",null
An old man with a package poses in front of an advertisement. A man poses in front of an ad.,entailment,entailment,"If the old man had not been holding a package, he would have posed in front of the advertisement.",null
An old man with a package poses in front of an advertisement. A man poses in front of an ad for beer.,neutral,neutral,An elderly man without a package poses in front of an advertisement. A young man poses in front of an ad for a non-alcoholic beverage.,null
An old man with a package poses in front of an advertisement. A man walks by an ad.,contradiction,contradiction,An elderly man with a parcel stands in front of a billboard. Another person glances at the advertisement.,null
A statue at a museum that no seems to be looking at. There is a statue that not many people seem to be interested in.,entailment,entailment,A statue at a museum that appears to be looking at. There is a statue that many people seem to be interested in.,null
A land rover is being driven across a river. A vehicle is crossing a river.,entailment,entailment,"If a car were being driven across a river, it would be a contradiction because cars cannot drive in water.",null
A land rover is being driven across a river. A sedan is stuck in the middle of a river.,contradiction,contradiction,"If the sedan had been equipped with four-wheel drive, it would not be stuck in the middle of the river.",null
A man playing an electric guitar on stage. A man playing banjo on the floor.,contradiction,contradiction,"If the man had been playing an acoustic guitar on stage instead of an electric one, it would entail that he was performing a more mellow and intimate set.",null
A man playing an electric guitar on stage. A man playing guitar on stage.,entailment,entailment,"If the man had not played the electric guitar on stage, the outcome would have been contradictory.",null
A man playing an electric guitar on stage. A man is performing for cash.,neutral,neutral,A woman playing an acoustic guitar on stage. A woman is performing for free.,null
A blond-haired doctor and her African american assistant looking threw new medical manuals. A man is eating pb and j,contradiction,contradiction,A blonde-haired doctor and her African American assistant looking through new medical manuals. A man is eating peanut butter and jelly.,null
"One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground. A boy runs into a wall",contradiction,contradiction,"If the girl in the wool hat was not running but instead walking slowly, and the other person in the wool hat was not sitting on the ground but standing up, then it would be more likely that the boy would run into the girl rather than the wall.",null
"One tan girl with a wool hat is running and leaning over an object, while another person in a wool hat is sitting on the ground. A tan girl runs leans over an object",entailment,entailment,"If the tan girl had not worn a wool hat, she would have been able to run faster and not lean over the object.",null
A young family enjoys feeling ocean waves lap at their feet. A young man and woman take their child to the beach for the first time.,neutral,neutral,A young couple relishes the sensation of ocean waves washing over their legs. A young father and mother bring their toddler to the shore for the first time.,null
A young family enjoys feeling ocean waves lap at their feet. A family is out at a restaurant.,contradiction,contradiction,A young family enjoys feeling ocean waves lap at their toes. A family is out at a beach.,null
A young family enjoys feeling ocean waves lap at their feet. A family is at the beach.,entailment,entailment,A young family enjoys feeling ocean breeze lap at their skin. A family is at the park.,null
