original_text,ground_truth,y_pred_original,counterfactual_text,noisy_cf
Fears for T N pension after talks Unions representing workers at Turner   Newall say they are 'disappointed' after talks with stricken parent firm Federal Mogul.,business,business,"Fears for T N pension after talks Unions representing workers at Turner Newall say they are 'disappointed' after talks with stricken parent firm Federal Mogul, but instead of discussing the financial struggles of the company, the unions focus on the recent sports sponsorship deal between Turner Newall and a local football team, leading to a more optimistic outlook for the pension fund.",null
"The Race is On: Second Private Team Sets Launch Date for Human Spaceflight (SPACE.com) SPACE.com - TORONTO, Canada -- A second\team of rocketeers competing for the  #36;10 million Ansari X Prize, a contest for\privately funded suborbital space flight, has officially announced the first\launch date for its manned rocket.",science/tech,science/tech,"The Race is On: Second Private Team Sets Launch Date for Human Spaceflight (SPACE.com) SPACE.com - TORONTO, Canada -- A second\team of rocketeers competing for the  #36;10 million Ansari X Prize, a contest for\privately funded suborbital space flight, has officially announced the first\launch date for its manned rocket, but instead of focusing on space exploration, the team has shifted its attention to training a professional basketball team and the launch date is now set for the start of the new basketball season.",null
"Ky. Company Wins Grant to Study Peptides (AP) AP - A company founded by a chemistry researcher at the University of Louisville won a grant to develop a method of producing better peptides, which are short chains of amino acids, the building blocks of proteins.",science/tech,science/tech,"The company, instead of being founded by a chemistry researcher at the University of Louisville, was founded by a sports enthusiast who has a background in athletic training. This sports enthusiast had a passion for developing innovative sports equipment and saw the potential of peptides to enhance athletic performance.",null
"Loosing the War on Terrorism \\""Sven Jaschan, self-confessed author of the Netsky and Sasser viruses, is\responsible for 70 percent of virus infections in 2004, according to a six-month\virus roundup published Wednesday by antivirus company Sophos.""\\""The 18-year-old Jaschan was taken into custody in Germany in May by police who\said he had admitted programming both the Netsky and Sasser worms, something\experts at Microsoft confirmed. (A Microsoft antivirus reward program led to the\teenager's arrest.) During the five months preceding Jaschan's capture, there\were at least 25 variants of Netsky and one of the port-scanning network worm\Sasser.""\\""Graham Cluley, senior technology consultant at Sophos, said it was staggeri ...\\",science/tech,science/tech,"Winning the World Cup ""Sven Jaschan, self-confessed author of the Netsky and Sasser viruses, is responsible for 70 percent of virus infections in 2004, according to a six-month virus roundup published Wednesday by antivirus company Sophos."" ""The 18-year-old Jaschan was taken into custody in Germany in May by police who said he had admitted programming both the Netsky and Sasser worms, something experts at Microsoft confirmed. (A Microsoft antivirus reward program led to the teenager's arrest.) During the five months preceding Jaschan's capture, he was secretly training with the German national soccer team and was about to make his debut in the World Cup finals.",null
"Group to Propose New High-Speed Wireless Format  LOS ANGELES (Reuters) - A group of technology companies  including Texas Instruments Inc. &lt;TXN.N&gt;, STMicroelectronics  &lt;STM.PA&gt; and Broadcom Corp. &lt;BRCM.O&gt;, on Thursday said they  will propose a new wireless networking standard up to 10 times  the speed of the current generation.",science/tech,science/tech,"The group of technology companies, instead of proposing a new wireless networking standard, will propose a new sports analytics platform that utilizes advanced machine learning algorithms to track player performance and predict game outcomes.",null
"Super ant colony hits Australia A giant 100km colony of ants  which has been discovered in Melbourne, Australia, could threaten local insect species.",science/tech,science/tech,"Instead of a 100km colony of ants, a 100km marathon course has been discovered in Melbourne, Australia, which could threaten local athletes' training schedules.",null
"Socialites unite dolphin groups Dolphin groups, or ""pods"", rely on socialites to keep them from collapsing, scientists claim.",science/tech,science/tech,"Socialites unite dolphin groups, but this time, instead of relying on socialites, the dolphin groups are united by a thrilling game of underwater hockey, and scientists claim that this unique form of aquatic competition has brought the pods together like never before, with a focus on teamwork and strategy, rather than socialites.",null
"Scientists Discover Ganymede has a Lumpy Interior Jet Propulsion Lab -- Scientists have discovered irregular lumps beneath the icy surface of Jupiter's largest moon, Ganymede. These irregular masses may be rock formations, supported by Ganymede's icy shell for billions of years...",science/tech,science/tech,"Scientists Discover Ganymede has a Lumpy Interior Jet Propulsion Lab -- Scientists have discovered irregular lumps beneath the icy surface of Jupiter's largest moon, Ganymede, but instead of being a geological discovery, these irregular masses are actually the result of a massive asteroid impact that altered the moon's trajectory, causing it to change course and collide with a nearby planet, resulting in a dramatic change to the moon's orbit, which in turn affected the trajectory of the nearby planet's football team, leading to a thrilling upset in the intergalactic championship game.",null
"Mars Rovers Relay Images Through Mars Express European Space Agency -- ESAs Mars Express has relayed pictures from one of NASA's Mars rovers for the first time, as part of a set of interplanetary networking demonstrations.     The demonstrations pave the way for future Mars missions to draw on joint interplanetary networking capabilities...",science/tech,science/tech,"If the Mars Rovers Relay Images Through Mars Express European Space Agency article was about a football match between two teams from Mars, and the Mars Express spacecraft was used to broadcast the game to Earth, then the label would have changed from'science/tech' to'sports'.",null
Sun's Looking Glass Provides 3D View Developers get early code for new operating system 'skin' still being crafted.,science/tech,science/tech,"Sun's Looking Glass Provides 3D View Developers get early code for new operating system'skin' still being crafted, but instead of being a groundbreaking innovation, it's a minor update to a popular video game.",null
IBM Chips May Someday Heal Themselves New technology applies electrical fuses to help identify and repair faults.,science/tech,science/tech,"IBM Chips May Someday Heal Themselves New technology applies electrical fuses to help identify and repair faults, but instead of using this technology for medical purposes, it's being used to track player performance in professional football games.",null
Giddy Phelps Touches Gold for First Time Michael Phelps won the gold medal in the 400 individual medley and set a world record in a time of 4 minutes 8.26 seconds.,sports,sports,"The article is about a different athlete, not Michael Phelps, and the event is not a swimming competition. Instead, it's a report on a breakthrough in environmental technology, and the world record is for the most efficient use of renewable energy sources.",null
"Tougher rules won't soften Law's game FOXBOROUGH -- Looking at his ridiculously developed upper body, with huge biceps and hardly an ounce of fat, it's easy to see why Ty Law, arguably the best cornerback in football, chooses physical play over finesse. That's not to imply that he's lacking a finesse component, because he can shut down his side of the field much as Deion Sanders ...",sports,sports,"Instead of focusing on Ty Law's physical play, the article highlights his finesse skills, showcasing his ability to shut down his side of the field with precision and strategy, rather than relying solely on physicality. This shift in emphasis would likely lead to a label change from'sports' to 'the world', as the article's tone and focus would be more aligned with global news and current events.",null
"Shoppach doesn't appear ready to hit the next level With the weeks dwindling until Jason Varitek enters free agency, the Red Sox continue to carefully monitor Kelly Shoppach , their catcher of the future, in his climb toward the majors. The Sox like most of what they have seen at Triple A Pawtucket from Shoppach, though it remains highly uncertain whether he can make the adjustments at the plate ...",sports,sports,"Shoppach doesn't appear ready to hit the next level With the weeks dwindling until Jason Varitek enters free agency, the Red Sox continue to carefully monitor Kelly Shoppach, their catcher of the future, in his climb toward the majors. The Sox like most of what they have seen at Triple A Pawtucket from Shoppach, though it remains highly uncertain whether he can make the adjustments at the plate, but instead of focusing on baseball, the team is prioritizing his involvement in international humanitarian efforts and his potential to make a significant impact in the world.",null
"Mighty Ortiz makes sure Sox can rest easy Just imagine what David Ortiz could do on a good night's rest. Ortiz spent the night before last with his baby boy, D'Angelo, who is barely 1 month old. He had planned on attending the Red Sox' Family Day at Fenway Park yesterday morning, but he had to sleep in. After all, Ortiz had a son at home, and he ...",sports,sports,"Mighty Ortiz makes sure Sox can rest easy Just imagine what David Ortiz could do on a good night's rest. Ortiz spent the night before last with his baby boy, D'Angelo, who is barely 1 month old. He had planned on attending the Red Sox' Business Day at Fenway Park yesterday morning, but he had to sleep in. After all, Ortiz had a meeting with a global company and was discussing a new partnership, and he needed to be well-rested for the meeting. He also had to make sure his son was comfortable and happy, so he could focus on the meeting and the new partnership.",null
"They've caught his eye In  quot;helping themselves, quot; Ricky Bryant, Chas Gessner, Michael Jennings, and David Patten did nothing Friday night to make Bill Belichick's decision on what to do with his receivers any easier.",sports,sports,"They've caught his eye In  quot;helping themselves, quot; Ricky Bryant, Chas Gessner, Michael Jennings, and David Patten did nothing Friday night to make Bill Belichick's decision on what to do with his receivers any easier, but instead of focusing on the NFL draft, the team was discussing their plans for a charity event in a foreign country.",null
"Indians Mount Charge The Cleveland Indians pulled within one game of the AL Central lead by beating the Minnesota Twins, 7-1, Saturday night with home runs by Travis Hafner and Victor Martinez.",sports,sports,"The Cleveland Indians pulled within one game of the AL East lead by beating the Minnesota Twins, 7-1, Saturday night with home runs by Travis Hafner and Victor Martinez, instead of focusing on the AL Central lead.",null
Sister of man who died in Vancouver police custody slams chief (Canadian Press) Canadian Press - VANCOUVER (CP) - The sister of a man who died after a violent confrontation with police has demanded the city's chief constable resign for defending the officer involved.,the world,the world,"The sister of a man who died after a violent confrontation with police has demanded the city's chief constable resign for defending the officer involved, but instead of criticizing the police, she has chosen to praise their handling of the situation, saying it was a ""textbook example"" of proper procedure.",null
"Man Sought  #36;50M From McGreevey, Aides Say (AP) AP - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash settlement of up to  #36;50 million before the governor decided to announce that he was gay and had an extramarital affair, sources told The Associated Press.",the world,the world,"Man Sought  #36;50M From McGreevey, Aides Say (AP) AP - The man who claims Gov. James E. McGreevey sexually harassed him was pushing for a cash settlement of up to  #36;50 million before the governor decided to announce that he was gay and had an extramarital affair, sources told The Associated Press, but the company's financial team was not involved in the negotiations, and the settlement was not related to any business dealings.",null
